product_id,category,product_name,sku,price
PROD0814,Toys,Playmobil Eco Building Blocks Blue,TOY9059,71.08
PROD0815,Sports,Reebok Deluxe Bat Blue,SPO8746,179.44
PROD0816,Books,Scholastic Advanced Dictionary,BOO1044,185.81
PROD0817,Books,Oxford Premium Guide,BOO1828,481.15
PROD0818,Sports,Wilson Classic Bat Blue,SPO5670,171.7
PROD0819,Clothing,Zara Premium Skirt Orange,CLO1185,131.01
PROD0820,Electronics,HP Premium Smartwatch White,ELE5027,115.51
PROD0821,Toys,Playmobil Ultra Board Game Purple,TOY1206,138.83
PROD0822,Sports,Spalding Deluxe Bat Yellow,SPO6103,483.37
PROD0823,Sports,Spalding Pro Bat Blue,SPO6225,318.77
PROD0824,Clothing,Zara Max Jeans Blue,CLO6107,157.97
PROD0825,Electronics,Apple Ultra Tablet Orange,ELE2920,199.79
PROD0826,Sports,Wilson Advanced Basketball Yellow,SPO9840,167.76
PROD0827,Home & Kitchen,KitchenAid Classic Coffee Maker Orange,HOM5526,326.11
PROD0828,Sports,UnderArmour Deluxe Yoga Mat Purple,SPO1301,236.46
PROD0829,Toys,Fisher-Price Premium Board Game Purple,TOY5073,311.69
PROD0830,Electronics,Sony Max Tablet Silver,ELE9944,160.47
PROD0831,Toys,Playmobil Premium Action Figure Silver,TOY3451,122.7
PROD0832,Electronics,Samsung Deluxe Speaker Silver,ELE3919,76.56
PROD0833,Home & Kitchen,Tefal Eco Vacuum Red,HOM2334,186.53
PROD0834,Toys,Lego Pro Doll Silver,TOY9841,189.58
PROD0835,Books,Penguin Advanced Biography,BOO1395,278.58
PROD0836,Sports,Decathlon Classic Tennis Racket Green,SPO4424,417.82
PROD0837,Home & Kitchen,Panasonic Deluxe Microwave Gold,HOM7268,338.7
PROD0838,Electronics,Lenovo Max Smartwatch White,ELE7449,293.13
PROD0839,Toys,Hasbro Max Plushie Gold,TOY3626,484.14
PROD0840,Sports,Reebok Classic Football Red,SPO1653,175.29
PROD0841,Home & Kitchen,Tefal Deluxe Cookware Silver,HOM4908,374.68
PROD0842,Electronics,Sony Ultra Smartwatch Silver,ELE9417,154.2
PROD0843,Books,Penguin Pro Novel,BOO7090,246.46
PROD0844,Books,Scholastic Premium Novel,BOO9912,464.34
PROD0845,Electronics,Dell Ultra Headphones Green,ELE7542,53.37
PROD0846,Books,RandomHouse Max Manual,BOO5566,207.35
PROD0847,Home & Kitchen,Panasonic Max Lamp Silver,HOM1344,26.93
PROD0848,Sports,Decathlon Advanced Football Purple,SPO8287,394.77
PROD0849,Books,Oxford Max Biography,BOO9751,455.42
PROD0850,Sports,Decathlon Classic Helmet Yellow,SPO9855,387.84
PROD0851,Clothing,Nike Pro T-Shirt Black,CLO1203,134.93
PROD0852,Books,Oxford Classic Guide,BOO3483,321.94
PROD0853,Clothing,Levis Classic Hoodie Blue,CLO7418,389.46
PROD0854,Sports,UnderArmour Classic Gloves Purple,SPO6270,208.22
PROD0855,Toys,Hasbro Pro Lego Set White,TOY3579,122.98
PROD0856,Sports,Spalding Premium Basketball Blue,SPO6536,372.12
PROD0857,Home & Kitchen,Bosch Deluxe Knife Set Black,HOM2483,329.32
PROD0858,Toys,Lego Classic Puzzle Silver,TOY7260,481.35
PROD0859,Toys,Fisher-Price Ultra Board Game Red,TOY5628,154.47
PROD0860,Books,RandomHouse Pro Handbook,BOO8165,5.93
PROD0861,Books,RandomHouse Ultra Handbook,BOO4385,14.03
PROD0862,Books,Scholastic Deluxe Dictionary,BOO4337,55.37
PROD0863,Sports,Wilson Eco Gloves Silver,SPO4878,203.22
PROD0864,Toys,Playmobil Classic Action Figure Orange,TOY6612,298.49
PROD0865,Home & Kitchen,Bosch Classic Cookware White,HOM7840,488.02
PROD0866,Home & Kitchen,Tefal Deluxe Coffee Maker Green,HOM3165,318.63
PROD0867,Clothing,Puma Pro Dress Orange,CLO4278,52.53
PROD0868,Electronics,Dell Eco Laptop Orange,ELE1909,366.12
PROD0869,Home & Kitchen,Philips Classic Toaster Blue,HOM4110,248.89
PROD0870,Books,Scholastic Max Biography,BOO8674,296.98
PROD0871,Clothing,Adidas Classic Jeans Green,CLO5914,361.58
PROD0872,Books,Scholastic Premium Biography,BOO5319,404.29
PROD0873,Toys,Playmobil Classic Lego Set Purple,TOY1338,348.3
PROD0874,Toys,Fisher-Price Premium Plushie Gold,TOY9243,487.23
PROD0875,Sports,Spalding Pro Tennis Racket Orange,SPO9310,66.62
PROD0876,Books,RandomHouse Eco Dictionary,BOO1875,177.9
PROD0877,Home & Kitchen,Bosch Ultra Blender Gold,HOM8077,163.07
PROD0878,Electronics,Apple Classic Smartwatch Black,ELE8985,173.32
PROD0879,Books,HarperCollins Advanced Encyclopedia,BOO1697,25.66
PROD0880,Home & Kitchen,Tefal Ultra Knife Set Blue,HOM9283,357.87
PROD0881,Clothing,Levis Eco Hoodie Green,CLO8912,252.16
PROD0882,Books,Oxford Advanced Encyclopedia,BOO1697,145.28
PROD0883,Clothing,Levis Eco Hoodie White,CLO3755,358.37
PROD0884,Home & Kitchen,Philips Advanced Coffee Maker Red,HOM1672,204.2
PROD0885,Home & Kitchen,KitchenAid Premium Lamp Silver,HOM2924,65.72
PROD0886,Home & Kitchen,Panasonic Ultra Cookware Red,HOM2518,17.57
PROD0887,Home & Kitchen,KitchenAid Advanced Toaster Black,HOM9861,306.2
PROD0888,Toys,Lego Premium Board Game Gold,TOY5622,197.21
PROD0889,Sports,Spalding Pro Bat Red,SPO4643,14.55
PROD0890,Home & Kitchen,Philips Deluxe Knife Set Orange,HOM2292,232.76
PROD0891,Toys,Hasbro Deluxe Building Blocks Yellow,TOY2505,309.81
PROD0892,Electronics,HP Deluxe Tablet Black,ELE4271,20.46
PROD0893,Toys,Mattel Deluxe Doll Gold,TOY3379,423.96
PROD0894,Clothing,Levis Premium Skirt Blue,CLO7386,380.2
PROD0895,Electronics,Apple Deluxe Monitor Yellow,ELE7202,221.97
PROD0896,Clothing,H&M Ultra Sweater Purple,CLO2642,22.46
PROD0897,Sports,Spalding Advanced Basketball Black,SPO2576,194.69
PROD0898,Books,HarperCollins Premium Dictionary,BOO6493,288.53
PROD0899,Books,RandomHouse Premium Guide,BOO9800,324.87
PROD0900,Toys,Fisher-Price Classic Doll Yellow,TOY5516,289.44
PROD0901,Clothing,H&M Ultra Skirt White,CLO6546,247.0
PROD0902,Sports,Reebok Advanced Gloves Silver,SPO1770,219.08
PROD0903,Books,Oxford Premium Guide,BOO6618,300.7
PROD0904,Sports,Decathlon Pro Football White,SPO3670,472.36
PROD0905,Sports,Reebok Ultra Helmet Yellow,SPO7542,159.74
PROD0906,Books,Penguin Eco Dictionary,BOO4948,341.55
PROD0907,Books,RandomHouse Pro Biography,BOO4055,201.94
PROD0908,Electronics,Sony Premium Laptop White,ELE2954,353.3
PROD0909,Electronics,Sony Eco Headphones Silver,ELE2825,59.37
PROD0910,Home & Kitchen,Bosch Ultra Blender Green,HOM7607,400.07
PROD0911,Clothing,Nike Max Skirt Purple,CLO1529,291.26
PROD0912,Books,Oxford Ultra Manual,BOO5837,391.39
PROD0913,Sports,Spalding Premium Basketball Yellow,SPO8451,333.97
PROD0914,Clothing,Zara Classic Skirt Red,CLO3603,386.47
PROD0915,Home & Kitchen,Philips Advanced Lamp Black,HOM3404,462.06
PROD0916,Sports,Wilson Ultra Yoga Mat Green,SPO1296,214.99
PROD0917,Toys,Hasbro Deluxe Doll Black,TOY6137,203.89
PROD0918,Home & Kitchen,KitchenAid Advanced Cookware Yellow,HOM4700,128.74
PROD0919,Books,RandomHouse Max Novel,BOO8706,499.12
PROD0920,Toys,Hasbro Advanced Toy Car Green,TOY1114,396.34
PROD0921,Toys,Mattel Deluxe Building Blocks Yellow,TOY8799,245.97
PROD0922,Home & Kitchen,KitchenAid Ultra Cookware Orange,HOM8821,123.88
PROD0923,Books,HarperCollins Pro Guide,BOO5466,440.2
PROD0924,Sports,Decathlon Eco Basketball Silver,SPO6953,398.81
PROD0925,Toys,Mattel Premium Action Figure Red,TOY5563,353.1
PROD0926,Home & Kitchen,Tefal Ultra Toaster Black,HOM5854,299.2
PROD0927,Home & Kitchen,Philips Classic Vacuum Orange,HOM8868,27.51
PROD0928,Sports,Wilson Pro Running Shoes Silver,SPO1929,33.61
PROD0929,Books,RandomHouse Deluxe Storybook,BOO9713,68.4
PROD0930,Home & Kitchen,KitchenAid Eco Toaster Green,HOM3254,269.32
PROD0931,Home & Kitchen,Tefal Ultra Vacuum Purple,HOM4222,111.13
PROD0932,Home & Kitchen,KitchenAid Eco Toaster White,HOM2309,390.65
PROD0933,Clothing,Zara Advanced Hoodie Black,CLO8271,483.68
PROD0934,Electronics,Samsung Premium Speaker White,ELE2040,119.09
PROD0935,Sports,Decathlon Max Yoga Mat Yellow,SPO5739,175.98
PROD0936,Clothing,H&M Max Jeans Red,CLO7396,57.7
PROD0937,Home & Kitchen,Tefal Advanced Knife Set Purple,HOM2203,100.96
PROD0938,Electronics,HP Eco Tablet Purple,ELE6553,8.61
PROD0939,Sports,Decathlon Premium Basketball Blue,SPO4995,139.69
PROD0940,Toys,Playmobil Pro Puzzle Yellow,TOY5461,28.33
PROD0941,Sports,Spalding Max Gloves Orange,SPO7901,236.71
PROD0942,Clothing,Levis Pro T-Shirt Green,CLO8961,429.35
PROD0943,Clothing,H&M Ultra Dress Purple,CLO7348,86.66
PROD0944,Clothing,Levis Classic Jacket Gold,CLO7687,319.45
PROD0945,Sports,Wilson Advanced Helmet Black,SPO3167,487.91
PROD0946,Books,Scholastic Max Handbook,BOO7675,117.22
PROD0947,Home & Kitchen,Tefal Advanced Microwave Yellow,HOM3945,205.57
PROD0948,Sports,Decathlon Ultra Tennis Racket Green,SPO5066,337.82
PROD0949,Toys,Lego Classic Puzzle Black,TOY6352,116.38
PROD0950,Toys,Fisher-Price Premium Toy Car Purple,TOY7159,242.49
PROD0951,Toys,Hasbro Premium Board Game Gold,TOY1045,387.09
PROD0952,Home & Kitchen,Bosch Ultra Vacuum Yellow,HOM6952,286.05
PROD0953,Electronics,HP Max Headphones Gold,ELE4802,223.61
PROD0954,Clothing,Levis Max T-Shirt White,CLO1222,410.99
PROD0955,Home & Kitchen,KitchenAid Pro Coffee Maker Black,HOM3258,35.97
PROD0956,Clothing,Nike Max Dress Black,CLO7297,348.78
PROD0957,Home & Kitchen,Tefal Ultra Microwave Silver,HOM2207,262.48
PROD0958,Clothing,Nike Max Shorts Gold,CLO9759,16.06
PROD0959,Home & Kitchen,Tefal Max Lamp Blue,HOM5934,353.28
PROD0960,Electronics,Lenovo Advanced Laptop Yellow,ELE1269,427.81
PROD0961,Sports,Wilson Eco Helmet Black,SPO3125,446.2
PROD0962,Toys,Mattel Premium Lego Set Orange,TOY7127,10.45
PROD0963,Clothing,Nike Advanced Hoodie Blue,CLO8965,30.52
PROD0964,Home & Kitchen,KitchenAid Max Microwave Yellow,HOM8346,230.86
PROD0965,Electronics,Samsung Premium Laptop Purple,ELE1097,361.85
PROD0966,Electronics,Sony Deluxe Monitor Black,ELE4540,403.27
PROD0967,Toys,Lego Deluxe Plushie Silver,TOY7361,388.22
PROD0968,Home & Kitchen,Tefal Premium Blender Yellow,HOM9469,221.29
PROD0969,Sports,Wilson Max Gloves Orange,SPO7574,185.55
PROD0970,Clothing,Adidas Eco T-Shirt Green,CLO1793,407.81
PROD0971,Sports,Reebok Pro Basketball Gold,SPO6417,197.97
PROD0972,Books,Scholastic Ultra Manual,BOO1849,17.47
PROD0973,Electronics,Dell Premium Headphones White,ELE7444,91.18
PROD0974,Electronics,Lenovo Ultra Laptop Red,ELE4874,425.65
PROD0975,Toys,Mattel Advanced Building Blocks Purple,TOY1680,94.83
PROD0976,Home & Kitchen,Bosch Advanced Microwave Green,HOM7491,495.87
PROD0977,Books,RandomHouse Ultra Encyclopedia,BOO7484,210.46
PROD0978,Books,Scholastic Advanced Handbook,BOO4910,448.98
PROD0979,Books,Penguin Classic Storybook,BOO8110,238.08
PROD0980,Home & Kitchen,Tefal Max Cookware Silver,HOM1137,297.69
PROD0981,Clothing,Puma Ultra Jeans Purple,CLO7077,135.89
PROD0982,Electronics,Lenovo Classic Headphones Purple,ELE1721,390.31
PROD0983,Home & Kitchen,Tefal Deluxe Blender Gold,HOM3117,38.81
PROD0984,Books,Oxford Max Storybook,BOO9698,443.75
PROD0985,Electronics,HP Advanced Smartwatch Gold,ELE2437,432.67
PROD0986,Electronics,HP Deluxe Speaker Silver,ELE8027,263.93
PROD0987,Books,RandomHouse Deluxe Dictionary,BOO5357,217.44
PROD0988,Books,Oxford Advanced Novel,BOO1131,293.72
PROD0989,Electronics,HP Premium Camera Gold,ELE9929,48.79
PROD0990,Toys,Fisher-Price Premium Puzzle Gold,TOY2977,67.5
PROD0991,Sports,Wilson Pro Basketball Gold,SPO1179,68.57
PROD0992,Sports,UnderArmour Ultra Basketball Silver,SPO4544,102.08
PROD0993,Electronics,HP Premium Monitor Green,ELE1717,402.12
PROD0994,Clothing,H&M Deluxe T-Shirt Blue,CLO2937,42.4
PROD0995,Clothing,Levis Max Jacket Black,CLO3701,315.18
PROD0996,Toys,Fisher-Price Pro Doll Purple,TOY1961,87.36
PROD0997,Home & Kitchen,Bosch Classic Lamp Silver,HOM4887,434.03
PROD0998,Electronics,LG Premium Monitor Black,ELE1472,403.53
PROD0999,Clothing,Adidas Advanced Jeans Orange,CLO3345,45.89
PROD1000,Electronics,Sony Deluxe Tablet Gold,ELE6977,58.56
PROD1001,Toys,Lego Pro Building Blocks Blue,TOY3216,247.17
PROD1002,Books,Penguin Advanced Dictionary,BOO1381,322.75
PROD1003,Toys,Fisher-Price Ultra Plushie Green,TOY5297,285.97
PROD1004,Toys,Playmobil Classic Building Blocks Green,TOY6553,489.33
PROD1005,Toys,Lego Advanced Action Figure Red,TOY3589,422.24
PROD1006,Clothing,Adidas Deluxe T-Shirt White,CLO4277,405.96
PROD1007,Toys,Lego Eco Plushie Black,TOY8537,433.25
PROD1008,Books,HarperCollins Ultra Storybook,BOO7078,200.19
PROD1009,Books,Penguin Premium Dictionary,BOO8659,380.32
PROD1010,Books,HarperCollins Max Biography,BOO7007,162.64
PROD1011,Home & Kitchen,Philips Deluxe Vacuum Black,HOM4789,482.06
PROD1012,Toys,Fisher-Price Max Plushie Red,TOY2836,316.44
PROD1013,Books,RandomHouse Eco Storybook,BOO4058,140.06
PROD1014,Home & Kitchen,Bosch Ultra Blender Yellow,HOM7429,457.78
PROD1015,Toys,Lego Deluxe Building Blocks Purple,TOY1682,351.53
PROD1016,Toys,Fisher-Price Premium Puzzle Silver,TOY1811,94.53
PROD1017,Electronics,Dell Max Smartwatch White,ELE9739,344.79
PROD1018,Toys,Lego Pro Building Blocks Orange,TOY8051,161.93
PROD1019,Sports,Reebok Deluxe Helmet Purple,SPO1704,146.77
PROD1020,Electronics,Dell Deluxe Smartwatch Orange,ELE3179,42.82
PROD1021,Clothing,Levis Classic Skirt Purple,CLO8593,262.78
PROD1022,Sports,Wilson Advanced Helmet White,SPO6715,399.66
PROD1023,Clothing,Zara Classic Skirt White,CLO9077,345.33
PROD1024,Home & Kitchen,Panasonic Eco Knife Set Orange,HOM5837,334.54
PROD1025,Sports,UnderArmour Advanced Helmet Purple,SPO6270,383.43
PROD1026,Electronics,Dell Classic Smartwatch Black,ELE5223,349.66
PROD1027,Clothing,H&M Eco Dress Blue,CLO5478,47.24
PROD1028,Clothing,Levis Max Jacket Black,CLO3245,194.11
PROD1029,Clothing,Adidas Advanced Skirt Blue,CLO1718,227.82
PROD1030,Toys,Fisher-Price Max Board Game White,TOY6226,258.05
PROD1031,Electronics,Apple Pro Smartphone Yellow,ELE5683,14.05
PROD1032,Clothing,Puma Classic Jacket Black,CLO5612,172.37
PROD1033,Electronics,Lenovo Pro Laptop Yellow,ELE5674,33.68
PROD1034,Books,RandomHouse Deluxe Storybook,BOO6396,278.55
PROD1035,Books,Penguin Eco Dictionary,BOO4688,325.79
PROD1036,Sports,Reebok Classic Gloves Red,SPO9418,272.24
PROD1037,Toys,Playmobil Premium Action Figure Gold,TOY2483,346.56
PROD1038,Books,Scholastic Deluxe Guide,BOO3037,112.11
PROD1039,Home & Kitchen,Tefal Max Microwave Blue,HOM1266,419.56
PROD1040,Electronics,Lenovo Deluxe Smartphone Gold,ELE2978,362.53
PROD1041,Clothing,Nike Advanced Jeans White,CLO9978,258.93
PROD1042,Home & Kitchen,Bosch Advanced Toaster Silver,HOM7378,391.26
PROD1043,Sports,Decathlon Max Basketball Black,SPO6699,270.84
PROD1044,Home & Kitchen,Bosch Classic Vacuum Blue,HOM6740,449.42
PROD1045,Sports,Spalding Max Running Shoes Red,SPO9673,431.67
PROD1046,Books,HarperCollins Max Handbook,BOO4462,469.85
PROD1047,Electronics,Sony Advanced Laptop Green,ELE5643,133.78
PROD1048,Sports,Reebok Ultra Gloves White,SPO5636,337.03
PROD1049,Clothing,Adidas Ultra Sweater Black,CLO6409,87.08
PROD1050,Home & Kitchen,Tefal Ultra Cookware Silver,HOM7523,473.33
PROD1051,Sports,Decathlon Classic Football Silver,SPO7654,134.21
PROD1052,Toys,Mattel Pro Doll Blue,TOY3570,263.5
PROD1053,Sports,Reebok Classic Running Shoes Black,SPO3750,103.17
PROD1054,Clothing,Zara Pro Hoodie Red,CLO7078,165.2
PROD1055,Books,HarperCollins Pro Encyclopedia,BOO3447,487.51
PROD1056,Electronics,Dell Ultra Speaker Yellow,ELE3020,450.2
PROD1057,Toys,Hasbro Pro Board Game Gold,TOY9082,60.09
PROD1058,Clothing,H&M Advanced Hoodie Silver,CLO9110,224.24
PROD1059,Sports,Spalding Max Gloves Purple,SPO1857,273.14
PROD1060,Clothing,Adidas Premium Jeans Red,CLO6159,456.15
PROD1061,Home & Kitchen,Panasonic Classic Cookware Black,HOM7674,10.65
PROD1062,Clothing,H&M Premium Sweater Blue,CLO7224,5.8
PROD1063,Electronics,LG Premium Monitor Black,ELE1197,243.43
PROD1064,Electronics,Samsung Pro Speaker White,ELE4845,389.97
PROD1065,Clothing,Puma Ultra Jeans Red,CLO7691,460.47
PROD1066,Home & Kitchen,Bosch Premium Knife Set Blue,HOM2680,237.01
PROD1067,Toys,Lego Deluxe Plushie Green,TOY7881,244.04
PROD1068,Sports,Decathlon Pro Bat Yellow,SPO3286,367.5
PROD1069,Toys,Mattel Eco Toy Car Green,TOY6072,10.23
PROD1070,Home & Kitchen,Bosch Advanced Cookware Gold,HOM9876,213.78
PROD1071,Books,HarperCollins Deluxe Handbook,BOO7931,334.18
PROD1072,Electronics,LG Eco Monitor Silver,ELE1499,220.57
PROD1073,Books,Penguin Advanced Biography,BOO8334,485.81
PROD1074,Sports,UnderArmour Deluxe Basketball Red,SPO1171,122.43
PROD1075,Home & Kitchen,Tefal Advanced Lamp White,HOM5855,235.19
PROD1076,Sports,UnderArmour Deluxe Gloves Gold,SPO8354,76.47
PROD1077,Books,RandomHouse Ultra Encyclopedia,BOO3527,303.83
PROD1078,Home & Kitchen,Panasonic Max Cookware Silver,HOM7907,6.28
PROD1079,Toys,Fisher-Price Ultra Action Figure Black,TOY7653,213.43
PROD1080,Toys,Playmobil Advanced Plushie Silver,TOY1262,243.98
PROD1081,Books,HarperCollins Deluxe Storybook,BOO3147,419.98
PROD1082,Books,RandomHouse Max Guide,BOO4223,320.07
PROD1083,Electronics,HP Advanced Monitor Blue,ELE6788,96.84
PROD1084,Toys,Playmobil Ultra Doll Blue,TOY2030,51.44
PROD1085,Electronics,Sony Premium Smartphone Gold,ELE6996,77.9
PROD1086,Books,HarperCollins Deluxe Handbook,BOO9257,144.56
PROD1087,Sports,Reebok Classic Helmet Green,SPO6982,264.16
PROD1088,Home & Kitchen,Tefal Pro Vacuum Black,HOM1445,260.49
PROD1089,Toys,Playmobil Ultra Puzzle Green,TOY2163,282.65
PROD1090,Home & Kitchen,Bosch Eco Vacuum Silver,HOM7135,330.1
PROD1091,Electronics,Samsung Deluxe Monitor Blue,ELE4261,55.97
PROD1092,Electronics,Lenovo Pro Tablet Silver,ELE1071,198.02
PROD1093,Clothing,H&M Premium Skirt Yellow,CLO2111,289.28
PROD1094,Sports,UnderArmour Max Tennis Racket Black,SPO8228,27.13
PROD1095,Toys,Playmobil Max Plushie Silver,TOY4774,443.59
PROD1096,Toys,Mattel Classic Doll Orange,TOY2477,337.29
PROD1097,Electronics,HP Ultra Tablet White,ELE7933,196.63
PROD1098,Sports,UnderArmour Classic Football Silver,SPO9143,152.2
PROD1099,Home & Kitchen,Bosch Deluxe Vacuum Red,HOM2538,167.61
PROD1100,Toys,Playmobil Premium Doll Gold,TOY6177,203.3
PROD1101,Electronics,Samsung Eco Smartphone Orange,ELE7934,309.31
PROD1102,Clothing,H&M Eco Skirt Gold,CLO1884,236.3
PROD1103,Books,Penguin Deluxe Novel,BOO6682,59.05
PROD1104,Toys,Lego Premium Lego Set White,TOY9627,308.37
PROD1105,Sports,Decathlon Max Basketball Gold,SPO8209,203.63
PROD1106,Books,Scholastic Classic Biography,BOO2013,164.84
PROD1107,Home & Kitchen,Panasonic Pro Lamp Red,HOM7118,453.57
PROD1108,Clothing,Puma Ultra Jacket Purple,CLO3112,377.6
PROD1109,Toys,Lego Classic Building Blocks Green,TOY3936,306.57
PROD1110,Books,Penguin Deluxe Manual,BOO5188,15.11
PROD1111,Sports,Decathlon Advanced Helmet Black,SPO5951,393.39
PROD1112,Books,HarperCollins Premium Manual,BOO2229,128.84
PROD1113,Electronics,Apple Premium Tablet Black,ELE4427,399.81
PROD1114,Books,Penguin Classic Novel,BOO5018,21.43
PROD1115,Home & Kitchen,Philips Pro Toaster Purple,HOM6347,284.46
PROD1116,Books,Penguin Classic Novel,BOO6039,356.28
PROD1117,Home & Kitchen,Tefal Classic Toaster Purple,HOM8247,245.84
PROD1118,Home & Kitchen,Philips Pro Coffee Maker White,HOM5347,12.66
PROD1119,Sports,Decathlon Eco Bat Gold,SPO1927,152.69
PROD1120,Electronics,Lenovo Ultra Laptop Green,ELE7150,171.47
PROD1121,Clothing,Nike Classic Skirt Gold,CLO5328,332.69
PROD1122,Home & Kitchen,Tefal Deluxe Lamp Red,HOM6986,61.67
PROD1123,Books,RandomHouse Eco Guide,BOO4502,480.86
PROD1124,Sports,Reebok Deluxe Yoga Mat Gold,SPO2590,228.06
PROD1125,Books,HarperCollins Premium Biography,BOO6240,31.27
PROD1126,Home & Kitchen,Tefal Deluxe Coffee Maker Black,HOM8660,278.39
PROD1127,Sports,Reebok Advanced Yoga Mat Gold,SPO1891,370.01
PROD1128,Books,RandomHouse Max Guide,BOO6231,190.01
PROD1129,Toys,Lego Max Board Game Black,TOY8540,289.06
PROD1130,Electronics,Samsung Pro Smartwatch Green,ELE3017,97.97
PROD1131,Books,Scholastic Premium Biography,BOO2309,496.77
PROD1132,Electronics,Sony Eco Speaker Red,ELE9596,75.39
PROD1133,Home & Kitchen,KitchenAid Deluxe Toaster Blue,HOM9708,198.67
PROD1134,Home & Kitchen,Tefal Deluxe Vacuum Gold,HOM7518,477.47
PROD1135,Home & Kitchen,Bosch Ultra Coffee Maker Orange,HOM8122,233.87
PROD1136,Electronics,LG Classic Monitor Green,ELE5920,91.7
PROD1137,Books,RandomHouse Premium Storybook,BOO7629,480.56
PROD1138,Toys,Hasbro Classic Lego Set Silver,TOY4519,461.53
PROD1139,Electronics,LG Classic Smartphone Black,ELE8039,38.16
PROD1140,Sports,Wilson Max Football Red,SPO6408,128.24
PROD1141,Toys,Mattel Ultra Plushie Purple,TOY7362,451.16
PROD1142,Books,Scholastic Deluxe Manual,BOO3016,365.67
PROD1143,Books,Scholastic Pro Dictionary,BOO4851,391.57
PROD1144,Electronics,HP Deluxe Monitor Purple,ELE4191,173.76
PROD1145,Clothing,H&M Classic Hoodie Black,CLO6280,90.08
PROD1146,Toys,Lego Deluxe Plushie Yellow,TOY9108,398.97
PROD1147,Home & Kitchen,KitchenAid Max Blender White,HOM5322,74.59
PROD1148,Toys,Lego Premium Toy Car White,TOY8536,60.98
PROD1149,Books,Penguin Premium Storybook,BOO7487,287.84
PROD1150,Sports,Spalding Max Gloves Red,SPO9961,464.97
PROD1151,Books,Oxford Max Storybook,BOO1113,17.42
PROD1152,Electronics,Samsung Eco Tablet Blue,ELE7131,355.38
PROD1153,Clothing,Puma Max Jacket Gold,CLO8679,230.47
PROD1154,Home & Kitchen,KitchenAid Advanced Microwave Orange,HOM1805,397.37
PROD1155,Toys,Mattel Deluxe Action Figure Green,TOY4043,259.63
PROD1156,Clothing,H&M Eco Dress White,CLO4979,75.07
PROD1157,Home & Kitchen,Philips Premium Lamp Red,HOM8835,422.31
PROD1158,Books,RandomHouse Pro Handbook,BOO8766,303.72
PROD1159,Sports,UnderArmour Ultra Helmet Blue,SPO2453,103.5
PROD1160,Books,Scholastic Max Dictionary,BOO9881,496.86
PROD1161,Electronics,Sony Pro Camera Red,ELE5347,274.89
PROD1162,Electronics,Sony Ultra Smartwatch Yellow,ELE5003,379.22
PROD1163,Sports,Wilson Ultra Yoga Mat Yellow,SPO1097,414.64
PROD1164,Toys,Lego Pro Lego Set Purple,TOY2642,100.1
PROD1165,Clothing,Nike Eco Sweater Black,CLO4041,420.4
PROD1166,Sports,Reebok Premium Basketball Blue,SPO3686,321.2
PROD1167,Clothing,Nike Max Hoodie Red,CLO1418,7.11
PROD1168,Home & Kitchen,Panasonic Classic Toaster White,HOM6896,184.23
PROD1169,Toys,Lego Max Lego Set Yellow,TOY8085,123.46
PROD1170,Electronics,Lenovo Pro Monitor Gold,ELE9009,402.7
PROD1171,Toys,Mattel Deluxe Plushie Blue,TOY4963,426.39
PROD1172,Books,RandomHouse Deluxe Manual,BOO4555,242.61
PROD1173,Electronics,Samsung Pro Tablet Yellow,ELE4107,172.35
PROD1174,Clothing,Levis Deluxe Jacket Red,CLO3353,130.59
PROD1175,Electronics,Lenovo Max Smartphone Green,ELE8848,289.09
PROD1176,Books,Scholastic Ultra Manual,BOO4484,386.89
PROD1177,Electronics,Samsung Pro Smartphone Green,ELE3183,354.48
PROD1178,Sports,UnderArmour Ultra Basketball Orange,SPO4446,65.45
PROD1179,Clothing,Zara Eco T-Shirt Silver,CLO7633,438.66
PROD1180,Books,RandomHouse Max Biography,BOO5736,368.53
PROD1181,Sports,Decathlon Deluxe Gloves Red,SPO5244,155.61
PROD1182,Home & Kitchen,Tefal Classic Coffee Maker Blue,HOM1654,454.14
PROD1183,Toys,Lego Pro Doll Orange,TOY4048,383.75
PROD1184,Sports,Spalding Advanced Helmet Yellow,SPO3185,79.52
PROD1185,Home & Kitchen,Tefal Max Lamp Black,HOM6278,273.82
PROD1186,Books,HarperCollins Advanced Guide,BOO4933,98.75
PROD1187,Books,Penguin Advanced Encyclopedia,BOO3684,287.82
PROD1188,Books,Scholastic Ultra Handbook,BOO7468,186.98
PROD1189,Clothing,Puma Advanced Jacket Silver,CLO8539,476.0
PROD1190,Books,Oxford Classic Encyclopedia,BOO7161,293.54
PROD1191,Toys,Hasbro Pro Action Figure Red,TOY4061,243.68
PROD1192,Clothing,Adidas Pro Hoodie Yellow,CLO5231,291.2
PROD1193,Books,HarperCollins Eco Storybook,BOO3708,466.21
PROD1194,Clothing,Nike Classic Sweater Silver,CLO8197,172.74
PROD1195,Toys,Fisher-Price Classic Toy Car Orange,TOY8756,380.39
PROD1196,Toys,Hasbro Ultra Toy Car Black,TOY4879,303.43
PROD1197,Sports,Wilson Max Football Silver,SPO3612,54.48
PROD1198,Clothing,Adidas Pro Sweater White,CLO4667,464.83
PROD1199,Electronics,Dell Eco Camera Silver,ELE9764,45.32
PROD1200,Home & Kitchen,Bosch Ultra Coffee Maker Purple,HOM6540,245.54
PROD1201,Books,HarperCollins Pro Handbook,BOO3305,18.28
